,none,group_1,group_2,group_3,group_4,group_5
21,2.0163930847438016,0.5403573768305007,-0.07205315047118405,-0.1886498407445545,-0.14443114584671152,-0.1516166606445839
22,2.0163934293594883,-0.19547999781210834,-0.8374844024521778,-0.6624031225624584,-0.08532847684034961,-0.23569736423731716
23,2.0163934742394183,-0.619727332733522,-0.7196117740295213,-0.04372525001253187,-0.18291885865224516,-0.45041014605009694
24,2.016393183047277,-0.052758001758055895,0.2691908866943933,0.3428669189406462,-0.07057498567480303,0.4948817352592565
25,2.0163932727689,-0.4367122581472752,-0.2823251540540248,0.1882104768100269,-0.14035186718151868,-0.34521460074673316
26,2.016393293501233,-0.039607468168037785,0.046505657403401235,-0.33913197514163096,-0.04402482408529951,0.35986526291651844
27,2.016393244190642,0.13716052370814646,-0.35905468739041085,-0.4405819893103295,-0.0996193195205253,-0.2542979413413187
28,2.01639326152855,-0.18051828586438595,-0.17167124719442373,-0.34946959770454866,-0.06469531345430674,0.7499610490214503
29,2.016393286466045,-0.39496370835400973,-0.2548365606123247,0.12892454798612807,-0.15184397620190473,-0.34367370849254286
30,2.0163932947847214,-0.07977407214087925,-0.21641406121630635,-0.42328424596523034,-0.15990274643555127,-0.1370182726039828
31,2.016393044795038,0.4220409915516226,-0.20802357826720597,0.9194687589020458,-0.10285883957690967,-0.04702073375033744
32,2.0163934121559834,-0.2444726881229982,-0.7029526085936698,-0.58933634521158,-0.19808184954616548,-0.281549898422467
33,2.0163933724182708,-0.4549575958947808,0.10329793047908178,-0.28485535734830186,-0.11513314085668355,-0.26474520523279443
34,2.016393363421888,-0.3291999313390901,0.09539585050120833,-0.35402848260291947,-0.17170408647970895,-0.25685672562116807
35,2.0163934946839226,-0.388703409106705,-0.2580399749514062,-0.30988565759428527,-0.07412046818909539,-0.9856437086956501
36,2.0163932302656367,-0.19247010894921582,-0.3772680349654541,-0.19626712304567373,-0.021652059115368827,-0.22873609350917423
37,2.016393052987058,0.4670416974065317,-0.2840978078596067,1.0287199648233392,-0.11099640760691576,-0.11706085226649976
38,2.016393371993629,-0.11090009625745206,-0.015432646911384518,-0.033434880819457446,-0.2816511588888347,0.4250253737531215
39,2.0163933275551007,-0.024302290721680164,0.18839681716112217,-0.32859429068182144,-0.12653504633189244,0.27464143620533343
40,2.016393079619905,0.12448152975480076,0.344211081705923,0.27304372984719383,0.09457677531549014,0.1472933886149574
41,2.0163930822142833,0.5179136615156474,0.3678184715818797,0.28601164155258824,-0.05137852282329214,-0.1367586828974846
42,2.0163934145497913,-0.32056087924195986,-0.09025519580148747,-1.0361146368798664,-0.04426233460479481,-0.5252003137762237
43,2.0163933050760026,-0.30547493105929735,0.5875650311865227,0.4942257932128,-0.18284888415114664,0.39013949973779183
44,2.0163933754729984,-0.32198763739642333,-0.7622175374873736,-0.4897414265972034,-0.16664230322508033,-0.27580448163451393
45,2.016393054632733,-0.32280699336915675,0.7414269045934639,1.245871589077608,-0.29532413080276954,0.6144390621701794
46,2.0163936064441224,-0.4586516997940322,-0.5329076283963636,0.2146688939599065,-0.09288935667313765,-1.1466134199217137
47,2.016393294655361,-0.1097588667949971,-0.4042323219625172,-0.11831117688907589,-0.18737969539944685,-0.19671137690515694
48,2.01639331668203,-0.449427759024022,0.028710572443195553,-0.39945420049935904,-0.03726805010852932,-0.1589539217532429
49,2.0163932891682537,-0.37785428400818033,-0.29540975701559674,0.26270686076313055,-0.2054840063080496,-0.40035218645910864
50,2.0163936311890795,-0.7358730808356804,-0.8792335288219116,0.03632191341780845,-0.0763511687179828,-0.3612573540192042
51,2.016393385903722,-0.044299068297516536,0.24405109382945928,-0.7767006786585866,-0.41771517975037786,-0.021729533925520822
52,2.0163931358033405,0.7777352278117218,0.14794665326792533,0.25757330693014563,-0.06251222950184188,-0.13713639529585075
53,2.0163931020361474,0.23985407746859816,0.7986676091500539,0.1285265402430919,-0.12013573027959878,-0.0633059157477831
54,2.0163931145054415,-0.031454278425422366,-0.21080474935816995,0.10251731931070385,0.08970465841503539,1.0336435906506842
55,2.0163931068706016,0.1819751521088534,0.7625465460003802,0.14867008789796632,-0.16522263065227594,0.055637407008686246
56,2.0163932709809593,-0.13315822814805853,-0.3250694380743742,-0.41301787663578743,-0.17685231412127414,0.03170444756326024
57,2.0163933668671423,-0.2645456763853673,-0.8473986890357885,-0.4148874992028767,-0.11930279053673523,-0.37025871568474855
58,2.0163933699704764,-0.4648283690241479,0.16502823832688135,-0.3593310148941375,-0.18763525914490117,-0.16962698704812645
59,2.0163933772917533,-0.1653496459537139,-0.40269139069467136,-0.1469135650700259,-0.07185006593191559,-0.2295886977120425
60,2.0163931264139197,0.2899853869270733,-0.2844401910138141,0.7598891455097675,0.003977043889152321,0.2141952686628391
61,2.0163933938521645,-0.3727695595033136,-0.3464870656651706,0.14527395054434722,-0.18417534820092962,-0.258235350521189
